order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-101893,2026-03-01,North,Gurugram,Power Bank 20000mAh,Electronics,1,1866,1866,CUST-67859,App
UK-2026-104394,2026-06-22,North,Delhi,Denim Jacket,Fashion,2,2303,4606,CUST-27539,Website
UK-2026-101812,2026-03-20,South,Hyderabad,Face Wash Combo,Beauty,2,433,866,CUST-58961,App
UK-2026-101795,21/03/2026,South,Chennai,Eau de Parfum 100ml,Beauty,2,1968,3936,CUST-66202,App
UK-2026-100784,2026-02-12,Central,Nagpur,Mirrorless Camera Lite,Electronics,1,29222,29222,CUST-87857,App
UK-2026-104134,2026-06-03,North,Delhi,Football Size 5,Sports,1,928,928,CUST-26539,Marketplace
UK-2026-104130,2026-06-07,Central,Indore,Non-Stick Cookware Set,Home & Kitchen,3,2834,8502,CUST-99586,Website
UK-2026-102732,2026-04-23,Central,Raipur,Matte Lipstick Set,Beauty,1,895,895,CUST-60647,Website
UK-2026-100071,2026-01-31,North,Noida,Mirrorless Camera Lite,Electronics,1,28797,28797,CUST-64651,App
UK-2026-100370,2026-01-12,South,Hyderabad,Wireless Earbuds Pro,Electronics,1,3097,3097,CUST-73853,Website
UK-2026-101367,2026-02-05,North,Delhi,Mirrorless Camera Lite,Electronics,3,30238,90714,CUST-31162,App
UK-2026-103727,2026-05-03,North,Noida,Beard Grooming Kit,Beauty,4,976,3904,CUST-39772,App
UK-2026-104800,2026-06-01,East,Guwahati,Leather Wallet,Fashion,1,886,886,CUST-82617,Website
UK-2026-101306,2026-02-13,North,Noida,Ethnic Dupatta,Fashion,1,474,474,CUST-91101,App
UK-2026-103505,30-May-26,West,Mumbai,Wireless Earbuds Pro,Electronics,1,2964,2964,CUST-99208,Marketplace
UK-2026-102737,2026-04-11,South,Chennai,Beard Grooming Kit,Beauty,2,1009,2018,CUST-21163,Website
UK-2026-104707,2026-06-06,Central,Raipur,Gym Gloves,Sports,1,511,511,CUST-45805,Website
UK-2026-103290,2026-05-06,West,Surat,Silk Saree,Fashion,1,3614,3614,CUST-21231,App
UK-2026-102811,2026-04-08,West,Surat,Bluetooth Speaker Mini,Electronics,1,1432,1432,CUST-64798,Website
UK-2026-100900,2026-02-18,South,Hyderabad,Ethnic Dupatta,Fashion,1,511,511,CUST-15399,Website
UK-2026-101516,2026-03-06,East,Bhubaneswar,Ionic Hair Dryer,Beauty,1,1924,1924,CUST-26835,Website
UK-2026-100423,2026-01-01,South,Chennai,43-inch Smart TV,Electronics,1,26269,26269,CUST-39033,App
UK-2026-100943,2026-02-28,West,Mumbai,Slim Fit Jeans,Fashion,1,1638,1638,CUST-43985,App
UK-2026-101145,2026-02-16,South,bengaluru,Adjustable Dumbbells 15kg,Sports,1,5082,5082,CUST-18377,App
UK-2026-101161,2026-02-24,West,Mumbai,Formal Shirt,Fashion,3,1096,3288,CUST-77718,Website
UK-2026-101727,2026-03-04,North,Noida,Makeup Brush Set,Beauty,1,1238,1238,CUST-35843,Website
UK-2026-100986,2026-02-04,South,Cochin,Yoga Mat Pro,Sports,1,1140,1140,CUST-94082,App
UK-2026-103265,2026-05-31,Central,Bhopal,Eau de Parfum 100ml,Beauty,2,2059,4118,CUST-46897,Website
UK-2026-102700,2026-04-25,South,Kochi,Yoga Mat Pro,Sports,1,1186,1186,CUST-31886,Website
UK-2026-102132,2026-03-12,North,Noida,Eau de Parfum 100ml,Beauty,1,2017,2017,CUST-26015,Marketplace
UK-2026-102427,2026-04-05,South,Hyderabad,Vitamin C Serum,Beauty,3,674,2022,CUST-45078,Marketplace
UK-2026-100505,03-Jan-26,South,Hyderabad,Modern Wall Clock,Home & Kitchen,1,826,826,CUST-29396,Website
UK-2026-104296,04/06/2026,Central,Indore,Leather Wallet,Fashion,1,900,900,CUST-32198,App
UK-2026-104141,2026-06-23,West,Surat,Noise-Cancelling Headphones,Electronics,1,9413,9413,CUST-80838,Marketplace
UK-2026-103475,2026-05-15,,Chandigarh,Eau de Parfum 100ml,Beauty,2,1925,3850,CUST-56712,Website
UK-2026-100467,2026-01-10,West,Surat,Running Sneakers,Fashion,1,2875,2875,CUST-96806,Marketplace
UK-2026-100373,2026-01-13,West,Surat,Electric Kettle 1.5L,Home & Kitchen,1,1081,1081,CUST-91595,Website
UK-2026-102155,2026-03-18,South,Kochi,Leather Wallet,Fashion,3,936,2808,CUST-32570,Website
UK-2026-100614,2026-01-08,South,Bengaluru,Dinner Set 24pc,Home & Kitchen,1,2514,2514,CUST-73050,App
UK-2026-103641,2026-05-31,East,Patna,Robot Vacuum R7,Home & Kitchen,1,19150,19150,CUST-28734,App
UK-2026-104396,2026-06-28,,Pune,Noise-Cancelling Headphones,Electronics,2,9372,18744,CUST-24719,Website
UK-2026-103057,2015-04-26,North,Delhi,Noise-Cancelling Headphones,Electronics,1,9333,9333,CUST-95808,App
UK-2026-104373,2026-06-04,South,Kochi,Badminton Racket Set,Sports,1,2398,2398,CUST-59044,App
UK-2026-103601,2026-05-30,South,Bengaluru,Denim Jacket,Fashion,1,2288,2288,CUST-47089,Website
UK-2026-103350,2026-05-06,North,Delhi,Air Fryer 5L,Home & Kitchen,1,5347,5347,CUST-19724,App
UK-2026-103757,2026-05-28,South,Chennai,Formal Shirt,Fashion,2,1130,2260,CUST-21163,Marketplace
UK-2026-100240,2026-01-14,South,Chennai,Leather Wallet,Fashion,1,931,931,CUST-88029,App
UK-2026-100324,2026-01-24,East,Bhubaneswar,Mixer Grinder 750W,Home & Kitchen,1,3432,3432,CUST-87952,App
UK-2026-103481,2026-05-24,North,Chandigarh,Vitamin C Serum,Beauty,1,698,698,CUST-69950,App
UK-2026-102307,2026-04-25,North,Delhi,Formal Shirt,Fashion,2,1065,2130,CUST-20014,Website
UK-2026-104940,2026-06-25,West,Mumbai,43-inch Smart TV,Electronics,1,24998,24998,CUST-74524,App
UK-2026-104956,2026-06-15,South,Kochi,Vitamin C Serum,Beauty,1,671,671,CUST-23555,Website
UK-2026-102097,2026-03-09,East,Kolkata,Dinner Set 24pc,Home & Kitchen,1,2470,2470,CUST-31710,Website
UK-2026-102657,2026-04-01,West,Mumbai,Electric Kettle 1.5L,Home & Kitchen,4,1088,4352,CUST-44504,App
UK-2026-103726,2026-05-20,Central,Bhopal,Sunscreen SPF50,Beauty,1,558,558,CUST-72948,App
UK-2026-102300,2010-04-26,East,Patna,Mirrorless Camera Lite,Electronics,1,27623,27623,CUST-38305,App
UK-2026-104401,2026-06-29,South,bengaluru,Yoga Mat Pro,Sports,2,1161,2322,CUST-15964,Website
UK-2026-103430,2026-05-27,Central,Raipur,Ultrabook Air 14,Electronics,1,31073,31073,CUST-84859,Marketplace
UK-2026-104329,2026-06-21,North,Delhi,Denim Jacket,Fashion,1,2124,2124,CUST-60159,Website
UK-2026-104510,2026-06-15,Central,Indore,Denim Jacket,Fashion,-1,2224,2224,CUST-42271,App
UK-2026-104087,2026-06-07,Central,Indore,Badminton Racket Set,Sports,1,2429,2429,CUST-38221,App
UK-2026-100057,2026-01-19,East,Patna,Air Fryer 5L,Home & Kitchen,1,5372,5372,CUST-51139,Website
UK-2026-102383,2026-04-01,North,Gurugram,Sunscreen SPF50,Beauty,1,566,566,CUST-46909,App
UK-2026-102074,2026-03-08,East,Patna,Cricket Bat English Willow,Sports,1,8733,8733,CUST-44788,App
UK-2026-103310,2026-05-28,North,Delhi,Cotton Kurta Set,Fashion,1,1300,1300,CUST-33758,Website
UK-2026-104682,2026-06-19,Central,Nagpur,Wireless Earbuds Pro,Electronics,2,3141,6282,CUST-84650,App
UK-2026-100652,2026-01-25,East,Guwahati,Cricket Bat English Willow,Sports,2,8767,17534,CUST-84977,App
UK-2026-103027,2026-04-04,North,Delhi,Ionic Hair Dryer,Beauty,3,1822,5466,CUST-51400,Website
UK-2026-103281,2026-05-25,South,Hyderabad,Cotton Kurta Set,Fashion,2,1319,2638,CUST-32491,App
UK-2026-104803,2026-06-04,East,Guwahati,Cricket Bat English Willow,Sports,1,9425,9425,CUST-84443,Marketplace
UK-2026-101946,2026-03-07,South,Hyderabad,Denim Jacket,Fashion,1,2094,2094,CUST-10210,App
UK-2026-103814,2026-05-13,North,Delhi,Formal Shirt,Fashion,1,1082,1082,CUST-12941,Website
UK-2026-101009,2026-02-20,East,Patna,Wireless Earbuds Pro,Electronics,3,2917,8751,CUST-71897,App
UK-2026-102848,2026-04-13,South,Kochi,Bluetooth Speaker Mini,Electronics,4,1511,6044,CUST-83321,Marketplace
UK-2026-101548,2026-03-05,North,Noida,Noise-Cancelling Headphones,Electronics,1,8931,8931,CUST-95808,App
UK-2026-103886,2026-05-12,North,Chandigarh,Cycling Helmet,Sports,4,1648,6592,CUST-96448,App
UK-2026-103018,2026-04-09,South,Kochi,Noise-Cancelling Headphones,Electronics,1,8555,8555,CUST-43539,App
UK-2026-101320,2026-02-08,Central,Indore,Makeup Brush Set,Beauty,1,1310,1310,CUST-50131,Website
UK-2026-102967,2026-04-04,North,Delhi,Ionic Hair Dryer,Beauty,1,1930,1930 INR,CUST-63936,Website
UK-2026-100898,2015-02-26,East,Guwahati,Cycling Helmet,Sports,2,1559,3118,CUST-56338,Website
UK-2026-101617,2026-03-24,North,Delhi,Badminton Racket Set,Sports,1,2599,2599,CUST-54231,Website
UK-2026-100129,2026-01-10,North,Noida,Running Sneakers,Fashion,1,2728,2728,CUST-12795,Website
UK-2026-104478,2026-06-22,South,Bengaluru,Electric Kettle 1.5L,Home & Kitchen,1,1118,1118,CUST-12186,Website
UK-2026-101613,2026-03-29,West,Pune,Mixer Grinder 750W,Home & Kitchen,1,3159,3159,CUST-73192,App
UK-2026-101862,2026-03-31,North,Noida,Badminton Racket Set,Sports,2,2509,5018,CUST-32332,Website
UK-2026-103313,2026-05-20,Central,Indore,Silk Saree,Fashion,1,3352,3352,CUST-55458,App
UK-2026-102210,2026-03-19,Central,Raipur,Cricket Bat English Willow,Sports,,8878,8878,CUST-83135,App
UK-2026-103709,2026-05-01,West,Surat,Non-Stick Cookware Set,Home & Kitchen,1,2811,2811,CUST-61697,Website
UK-2026-102440,2026-04-16,Central,Bhopal,  Cotton Bedsheet Set,Home & Kitchen,1,1448,1448,CUST-31005,App
UK-2026-100741,2026-02-12,North,Gurugram,Cotton Bedsheet Set,Home & Kitchen,4,1462,"₹5,848",CUST-95311,App
UK-2026-101591,2010-03-26,South,Kochi,Mixer Grinder 750W,Home & Kitchen,3,3339,10017,CUST-36891,Website
UK-2026-103622,2026-05-11,South,Bengaluru,Football Size 5,Sports,2,922,1844,CUST-35533,Marketplace
UK-2026-103956,2026-05-25,South,Chennai,Noise-Cancelling Headphones,Electronics,1,8837,8837,CUST-32870,Marketplace
UK-2026-104339,2026-06-12,West,Pune,Yoga Mat Pro,Sports,2,1158,2316,CUST-71029,Marketplace
UK-2026-104919,2026-06-04,North,Gurugram,43-inch Smart TV,Electronics,1,25813,25813,CUST-37007,Marketplace
UK-2026-101936,2026-03-22,North,Delhi,Bluetooth Speaker Mini,Electronics,1,1501,"1,501.00",CUST-69114,App
UK-2026-104380,2026-06-08,South,Chennai,Denim Jacket,Fashion,2,2271,4542,CUST-69195,Marketplace
UK-2026-104348,2026-06-27,West,Ahmedabad,Badminton Racket Set,Sports,3,2495,7485,CUST-85566,Website
UK-2026-101032,2026-02-12,South,Hyderabad,Beard Grooming Kit,Beauty,2,1029,2058,CUST-14426,Marketplace
UK-2026-103289,2026-05-08,South,Chennai,  Ionic Hair Dryer,Beauty,2,1911,3822,CUST-10299,App
UK-2026-103526,2026-05-01,North,Gurugram,Air Fryer 5L,Home & Kitchen,1,5249,5249,CUST-77878,App
UK-2026-103790,2026-05-17,East,Kolkata,Cotton Kurta Set,Fashion,4,1257,5028,CUST-92020,Website
UK-2026-103933,2026-05-10,North,Delhi,Silk Saree,Fashion,1,3354,3354,CUST-93687,Marketplace
UK-2026-104851,2026-06-20,South,Chennai,Face Wash Combo,Beauty,1,449,449,CUST-31812,App
UK-2026-104820,2026-06-17,West,Ahmedabad,Mixer Grinder 750W,Home & Kitchen,1,3235,3235,CUST-58407,Marketplace
UK-2026-100861,2026-02-05,Central,Bhopal,Leather Wallet,Fashion,1,923,923,CUST-41082,App
UK-2026-104793,2029-06-26,North,Delhi,Slim Fit Jeans,Fashion,1,1628,1628,CUST-61679,App
UK-2026-104599,2026-06-02,South,Bengaluru,Cotton Bedsheet Set,Home & Kitchen,3,1448,4344,CUST-68966,Marketplace
UK-2026-102833,2026-04-21,North,Noida,43-inch Smart TV,Electronics,1,24895,24895,CUST-77271,App
UK-2026-102538,2026-04-13,West,Ahmedabad,Cycling Helmet,Sports,2,1584,3168,CUST-18865,Website
UK-2026-100366,2026-01-06,Central,Bhopal,Matte Lipstick Set,Beauty,1,864,864,CUST-35090,Website
UK-2026-100045,2026-01-26,Central,Indore,Running Sneakers,Fashion,2,2781,5562,CUST-95788,App
UK-2026-102797,2026-04-04,East,Guwahati,Cotton Bedsheet Set,Home & Kitchen,1,1339,1339,CUST-65066,App
UK-2026-101527,2026-03-19,North,Delhi,Ethnic Dupatta,Fashion,1,518,518,CUST-38320,Website
UK-2026-101638,2026-03-31,North,Chandigarh,Air Fryer 5L,Home & Kitchen,1,5244,5244,CUST-51934,Website
UK-2026-100433,2026-01-24,North,Chandigarh,Ultrabook Air 14,Electronics,1,30765,30765,CUST-87777,App
UK-2026-101784,2026-03-22,North,Chandigarh,Wireless Earbuds Pro,Electronics,1,3052,3052,CUST-56943,Website
UK-2026-102139,2026-03-02,West,Pune,Vitamin C Serum,Beauty,1,731,731,CUST-45229,Website
UK-2026-102409,2026-04-01,North,Delhi,Noise-Cancelling Headphones,Electronics,1,8795,8795,CUST-76624,Marketplace
UK-2026-103352,2026-05-25,West,Pune,Electric Kettle 1.5L,Home & Kitchen,2,1078,2156,CUST-39790,Marketplace
UK-2026-100793,2026-02-23,North,Noida,Cotton Bedsheet Set,Home & Kitchen,1,1391,1391,CUST-31384,App
UK-2026-100641,2026-01-01,West,Mumbai,Gym Gloves,Sports,2,520,1040,CUST-16942,App
UK-2026-101236,2026-02-27,South,Bengaluru,Robot Vacuum R7,Home & Kitchen,3,19629,58887,CUST-37611,App
UK-2026-104698,2026-06-02,North,Noida,Yoga Mat Pro,Sports,1,1188,,CUST-94216,Marketplace
UK-2026-103056,2026-04-30,West,Mumbai,Matte Lipstick Set,Beauty,2,941,1882,CUST-51934,App
UK-2026-101564,2026-03-02,North,Gurugram,Silk Saree,Fashion,1,3661,3661,CUST-79790,Marketplace
UK-2026-101360,2026-02-08,South,Chennai,Badminton Racket Set,Sports,1,2573,"₹2,573",CUST-92670,App
UK-2026-103179,2026-05-02,North,Noida,Bluetooth Speaker Mini,Electronics,1,1530,1530,CUST-10350,Website
UK-2026-101311,20-Feb-26,North,Chandigarh,Dinner Set 24pc,Home & Kitchen,1,2455,2455,CUST-96279,Website
UK-2026-103333,2026-05-17,Central,Bhopal,Mixer Grinder 750W,Home & Kitchen,1,3431,3431,CUST-96983,Website
UK-2026-104368,2026-06-11,North,Noida,Mirrorless Camera Lite,Electronics,1,27634,27634,CUST-85084,Marketplace
UK-2026-103318,2026-05-15,North,Delhi,Modern Wall Clock,Home & Kitchen,1,807,807,CUST-43882,Website
UK-2026-103486,2026-05-20,North,Delhi,Smart Watch X2,Electronics,1,4536,4536,CUST-21572,App
UK-2026-103609,2026-05-24,South,Kochi,Power Bank 20000mAh,Electronics,2,1748,3496,CUST-63418,App
UK-2026-100701,2026-01-12,East,Bhubaneswar,Ionic Hair Dryer,Beauty,2,1861,3722,CUST-61881,Website
UK-2026-102973,2026-04-25,East,Guwahati,Smart Watch X2,Electronics,1,4590,4590,CUST-52159,App
UK-2026-101919,2026-03-14,North,Chandigarh,Electric Kettle 1.5L,Home & Kitchen,1,1116,1116,CUST-13107,Website
UK-2026-103438,2026-05-05,West,Mumbai,Air Fryer 5L,Home & Kitchen,1,5737,5737,CUST-44857,App
UK-2026-100218,2026-01-20,North,Chandigarh,Power Bank 20000mAh,Electronics,2,1840,3680,CUST-22957,App
UK-2026-101387,2026-02-25,South,Chennai,Ultrabook Air 14,Electronics,1,30344,30344,CUST-83321,Marketplace
UK-2026-103248,2026-05-11,South,Hyderabad,Denim Jacket,Fashion,1,2180,2180,CUST-92232,Website
UK-2026-101897,2026-03-07,North,Gurugram,Mixer Grinder 750W,Home & Kitchen,1,3324,3324,CUST-12941,App
UK-2026-102794,2026-04-25,South,Chennai,Vitamin C Serum,Beauty,1,708,708,CUST-80559,Marketplace
UK-2026-103744,2026-05-15,North,Gurugram,Mixer Grinder 750W,Home & Kitchen,1,3412,3412,CUST-57322,Website
UK-2026-101642,2026-03-26,North,Chandigarh,Robot Vacuum R7,Home & Kitchen,2,18627,37254,CUST-22098,Website
UK-2026-100767,2026-02-22,West,Surat,Dinner Set 24pc,Home & Kitchen,1,2560,2560,CUST-51839,Website
UK-2026-103260,14/05/2026,North,Delhi,Eau de Parfum 100ml,Beauty,1,2096,2096,CUST-48223,App
UK-2026-101815,2026-03-16,East,Patna,Smart Watch X2,Electronics,4,4658,18632,CUST-93739,App
UK-2026-103110,2026-05-10,North,Gurugram,Modern Wall Clock,Home & Kitchen,1,770,770,CUST-80001,Website
UK-2026-104232,2026-06-19,South,Bengaluru,Yoga Mat Pro,Sports,1,1204,1204,CUST-78260,Marketplace
UK-2026-103536,2026-05-26,Central,Raipur,Mirrorless Camera Lite,Electronics,1,28644,28644,CUST-90785,Marketplace
UK-2026-104361,2026-06-14,South,Hyderabad,Ethnic Dupatta,Fashion,2,492,984,CUST-19215,App
UK-2026-102528,2026-04-07,North,Delhi,Mirrorless Camera Lite,Electronics,1,29830,29830,CUST-56949,Marketplace
UK-2026-100422,2026-01-10,West,Mumbai,Mirrorless Camera Lite,Electronics,1,28846,28846,CUST-19215,App
UK-2026-102749,2026-04-20,Central,Raipur,Mixer Grinder 750W,Home & Kitchen,1,3369,3369,CUST-86509,App
UK-2026-100254,2026-01-16,South,Kochi,Noise-Cancelling Headphones,Electronics,1,9264,9264,CUST-97859,Marketplace
UK-2026-101577,2026-03-08,Central,Indore,Modern Wall Clock,Home & Kitchen,2,837,1674,CUST-54491,App
UK-2026-101084,2026-02-02,South,Hyderabad,Silk Saree,Fashion,2,3644,7288,CUST-18787,Website
UK-2026-101661,2026-03-08,North,Delhi,Football Size 5,Sports,1,864,864,CUST-47532,Website
UK-2026-100233,2026-01-05,East,Patna,Vitamin C Serum,Beauty,1,670,670,CUST-96806,App
UK-2026-104072,2026-06-09,West,Mumbai,Wireless Earbuds Pro,Electronics,1,3036,3036,CUST-50243,Marketplace
UK-2026-101337,2026-02-06,Central,Raipur,Formal Shirt,Fashion,1,1145,1145,CUST-89933,Website
UK-2026-102119,2026-03-05,South,Hyderabad,Electric Kettle 1.5L,Home & Kitchen,1,1086,1086,CUST-15964,Website
UK-2026-102447,2026-04-01,North,Noida,43-inch Smart TV,Electronics,1,26045,26045,CUST-16007,Website
UK-2026-101512,2026-03-09,West,Pune,Cotton Bedsheet Set,Home & Kitchen,1,1445,1445,CUST-42019,Website
UK-2026-100846,2026-02-07,Central,Bhopal,Dinner Set 24pc,Home & Kitchen,1,2454,2454,CUST-49680,Marketplace
UK-2026-104655,2026-06-07,North,Gurugram,Badminton Racket Set,Sports,1,2448,2448,CUST-89581,Website
UK-2026-101808,2026-03-17,East,Guwahati,Cotton Kurta Set,Fashion,1,1323,1323,CUST-74230,App
UK-2026-104089,2026-06-08,East,Kolkata,Ultrabook Air 14,Electronics,1,28573,28573,CUST-94386,App
UK-2026-102273,2026-04-09,West,Mumbai,Cycling Helmet,Sports,1,1633,1633,CUST-83289,App
UK-2026-100709,2026-01-13,West,Mumbai,Makeup Brush Set,Beauty,1,1333,1333,CUST-71957,Website
UK-2026-104392,2026-06-13,West,Bombay,43-inch Smart TV,Electronics,2,26584,53168,CUST-93823,App
UK-2026-103253,2026-05-05,North,Gurugram,Formal Shirt,Fashion,1,1050,1050,CUST-80543,App
UK-2026-100787,2026-02-07,West,Pune,Smart Watch X2,Electronics,1,4470,4470,CUST-25827,Website
UK-2026-101218,2026-02-04,South,Kochi,Wireless Earbuds Pro,Electronics,1,3017,3017,CUST-49237,Website
UK-2026-102011,2026-03-26,Central,Indore,Dinner Set 24pc,Home & Kitchen,2,2420,,CUST-91373,Website
UK-2026-100913,2026-02-11,West,Surat,Power Bank 20000mAh,Electronics,1,1841,1841,CUST-77271,Marketplace
UK-2026-102753,2026-04-22,Central,Raipur,Mirrorless Camera Lite,Electronics,2,29601,59202,CUST-87741,Website
UK-2026-102181,2026-03-23,East,Guwahati,Smart Watch X2,Electronics,2,4714,9428,CUST-25869,Marketplace
UK-2026-102771,2026-04-26,North,Chandigarh,Cotton Kurta Set,Fashion,1,1328,1328,CUST-69149,App
UK-2026-102304,2026-04-22,Central,Raipur,Smart Watch X2,Electronics,1,4622,4622,CUST-68019,Website
UK-2026-102434,2026-04-27,South,Chennai,43-inch Smart TV,Electronics,1,26171,26171,CUST-81489,App
UK-2026-100353,2026-01-31,East,Patna,Smart Watch X2,Electronics,2,4598,9196,CUST-99887,Website
UK-2026-103435,2026-05-06,South,Bengaluru,Ultrabook Air 14,Electronics,1,30140,30140,CUST-65549,Website
UK-2026-104718,2026-06-04,West,Surat,Sunscreen SPF50,Beauty,1,553,553,CUST-58407,App
UK-2026-101135,2026-02-17,Central,Nagpur,Silk Saree,Fashion,1,3502,3502,CUST-25190,App
UK-2026-104208,2026-06-23,East,Guwahati,Smart Watch X2,Electronics,-2,4443,4443,CUST-66305,Website
UK-2026-100567,2026-01-14,North,Gurugram,Yoga Mat Pro,Sports,3,1160,3480,CUST-62206,Website
UK-2026-102043,2026-03-02,East,Kolkata,Mirrorless Camera Lite,Electronics,1,30135,30135,CUST-34093,Marketplace
UK-2026-100906,2026-02-12,North,Noida,Badminton Racket Set,Sports,1,2401,,CUST-57532,Website
UK-2026-103722,2026-05-16,South,Kochi,Vitamin C Serum,Beauty,1,720,720,CUST-16886,App
UK-2026-101670,2026-03-11,South,Hyderabad,Slim Fit Jeans,Fashion,1,1646,1646,CUST-88038,Website
UK-2026-103188,2026-05-23,Central,Bhopal,Ethnic Dupatta,Fashion,1,515,515,CUST-22182,Website
UK-2026-100029,2026-01-02,South,Chennai,Adjustable Dumbbells 15kg,Sports,1,5039,5039,CUST-96806,App
UK-2026-100284,2026-01-31,South,Hyderabad,Bluetooth Speaker Mini,Electronics,2,1505,3010,CUST-52830,Website
UK-2026-104416,2026-06-02,North,Chandigarh,Formal Shirt,Fashion,1,1150,1150,CUST-80559,App
UK-2026-100945,2026-02-14,South,Kochi,Football Size 5,Sports,2,928,1856,CUST-35325,App
UK-2026-101776,2026-03-07,Central,Raipur,43-inch Smart TV,Electronics,2,25157,50314,CUST-21262,App
UK-2026-103925,2026-05-03,North,Delhi,43-inch Smart TV,Electronics,2,25926,51852,CUST-32934,App
UK-2026-100777,27-Feb-26,West,Mumbai,Running Sneakers,Fashion,1,2670,2670,CUST-74718,App
UK-2026-104706,2026-06-23,North,Noida,Beard Grooming Kit,Beauty,2,1042,2084,CUST-10339,Website
UK-2026-103044,2026-04-06,South,Madras,Ultrabook Air 14,Electronics,1,29167,29167,CUST-63936,Website
UK-2026-100203,2026-01-12,East,Bhubaneswar,Modern Wall Clock,Home & Kitchen,1,825,825,CUST-73532,App
UK-2026-101313,2026-02-22,East,Patna,Running Sneakers,Fashion,1,2736,2736,CUST-14407,Marketplace
UK-2026-100706,2026-01-10,North,Noida,Running Sneakers,Fashion,4,2922,11688,CUST-32989,Website
UK-2026-103464,2026-05-16,West,Ahmedabad,Silk Saree,Fashion,1,3378,3378,CUST-96917,Website
UK-2026-101650,2026-03-08,South,Hyderabad,Cricket Bat English Willow,Sports,2,8833,17666,CUST-87698,Website
UK-2026-102937,2026-04-04,South,Chennai,Running Sneakers,Fashion,1,2929,2929,CUST-54491,Website
UK-2026-102767,2026-04-21,South,Bengaluru,Running Sneakers,Fashion,1,2934,2934,CUST-17329,App
UK-2026-104826,2026-06-23,West,Mumbai,Face Wash Combo,Beauty,2,454,908,CUST-83196,App
UK-2026-101869,2026-03-25,,Hyderabad,Ethnic Dupatta,Fashion,2,523,1046,CUST-56712,Website
UK-2026-100343,2026-01-02,Central,Indore,Cotton Kurta Set,Fashion,1,1288,1288,CUST-92020,App
UK-2026-101510,2010-03-26,West,Mumbai,Ethnic Dupatta,Fashion,1,476,476,CUST-64147,Website
UK-2026-103983,2026-05-04,East,Patna,Sunscreen SPF50,Beauty,1,571,571,CUST-94216,Marketplace
UK-2026-104460,2026-06-04,Central,Indore,Power Bank 20000mAh,Electronics,1,1729,1729,CUST-65416,Marketplace
UK-2026-101266,2026-02-05,East,Patna,Cricket Bat English Willow,Sports,1,8752,8752,CUST-74260,Website
UK-2026-103869,2026-05-05,South,Hyderabad,Robot Vacuum R7,Home & Kitchen,2,19020,38040,CUST-26176,App
UK-2026-104265,2026-06-04,Central,Indore,Denim Jacket,Fashion,2,2184,4368,CUST-38963,Website
UK-2026-102266,2026-04-03,Central,Nagpur,Mirrorless Camera Lite,Electronics,,29935,29935,CUST-42009,Website
UK-2026-104106,2026-06-21,West,Mumbai,Matte Lipstick Set,Beauty,2,913,1826,CUST-78836,Website
UK-2026-102463,2026-04-11,South,Bengaluru,Denim Jacket,Fashion,1,2106,2106,CUST-96220,App
UK-2026-100743,2026-02-27,North,Chandigarh,Gym Gloves,Sports,1,484,484,CUST-70399,Marketplace
UK-2026-104389,2026-06-16,North,Noida,Modern Wall Clock,Home & Kitchen,2,791,1582,CUST-40802,App
UK-2026-103060,2026-04-28,Central,Bhopal,Mixer Grinder 750W,Home & Kitchen,2,3399,6798,CUST-59636,Website
UK-2026-104660,2026-06-10,Central,Nagpur,Air Fryer 5L,Home & Kitchen,1,5702,5702,CUST-51718,App
UK-2026-101284,2026-02-07,North,Noida,Ethnic Dupatta,Fashion,3,488,1464,CUST-77924,App
UK-2026-100303,2026-01-29,West,Pune,Cycling Helmet,Sports,2,1551,3102,CUST-86898,Website
UK-2026-104488,2026-06-11,West,Ahmedabad,Cotton Kurta Set,Fashion,1,1357,1357,CUST-22638,Website
UK-2026-101309,2026-02-14,North,Gurugram,Foldable Treadmill T2,Sports,1,23894,23894,CUST-12973,App
UK-2026-104078,2026-06-13,South,Chennai,Matte Lipstick Set,Beauty,4,932,3728,CUST-71221,Marketplace
UK-2026-102137,2026-03-25,West,Pune,Foldable Treadmill T2,Sports,1,24561,24561,CUST-33193,Website
UK-2026-103535,2026-05-12,West,Ahmedabad,Mirrorless Camera Lite,Electronics,1,29357,29357,CUST-91042,App
UK-2026-104862,2026-06-06,North,Chandigarh,Ethnic Dupatta,Fashion,-1,478,956,CUST-27342,Marketplace
UK-2026-103503,2026-05-18,West,Mumbai,Running Sneakers,Fashion,1,2723,2723,CUST-75820,Website
UK-2026-101314,2026-02-19,West,Ahmedabad,Mirrorless Camera Lite,Electronics,1,30290,30290,CUST-40253,App
UK-2026-102602,2026-04-07,North,Gurugram,Cycling Helmet,Sports,4,1630,6520,CUST-84977,Website
UK-2026-103347,2026-05-14,East,Kolkata,Cycling Helmet,Sports,1,1523,1523,CUST-60271,App
UK-2026-102815,2026-04-09,West,Mumbai,Foldable Treadmill T2,Sports,1,26022,26022,CUST-51714,App
UK-2026-103996,2026-05-20,South,Bengaluru,Sunscreen SPF50,Beauty,1,524,524 INR,CUST-43452,Website
UK-2026-102595,2026-04-19,West,Surat,Mirrorless Camera Lite,Electronics,1,29893,29893,CUST-87075,App
UK-2026-103923,2026-05-06,North,Noida,Power Bank 20000mAh,Electronics,1,1887,1887,CUST-66798,Website
